ID,B_fighter,Referee,date,location,Winner,title_bout,weight_class,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_BODY_att,B_avg_BODY_landed,B_avg_CLINCH_att,B_avg_CLINCH_landed,B_avg_DISTANCE_att,B_avg_DISTANCE_landed,B_avg_GROUND_att,B_avg_GROUND_landed,B_avg_HEAD_att,B_avg_HEAD_landed,B_avg_KD,B_avg_LEG_att,B_avg_LEG_landed,B_avg_PASS,B_avg_REV,B_avg_SIG_STR_att,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_att,B_avg_TD_landed,B_avg_TD_pct,B_avg_TOTAL_STR_att,B_avg_TOTAL_STR_landed,B_longest_win_streak,B_losses,B_avg_opp_BODY_att,B_avg_opp_BODY_landed,B_avg_opp_CLINCH_att,B_avg_opp_CLINCH_landed,B_avg_opp_DISTANCE_att,B_avg_opp_DISTANCE_landed,B_avg_opp_GROUND_att,B_avg_opp_GROUND_landed,B_avg_opp_HEAD_att,B_avg_opp_HEAD_landed,B_avg_opp_KD,B_avg_opp_LEG_att,B_avg_opp_LEG_landed,B_avg_opp_PASS,B_avg_opp_REV,B_avg_opp_SIG_STR_att,B_avg_opp_SIG_STR_landed,B_avg_opp_SIG_STR_pct,B_avg_opp_SUB_ATT,B_avg_opp_TD_att,B_avg_opp_TD_landed,B_avg_opp_TD_pct,B_avg_opp_TOTAL_STR_att,B_avg_opp_TOTAL_STR_landed,B_total_rounds_fought,B_total_time_fought(seconds),B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,B_age
4809,Mark Weir,Nelson Hamilton,11/22/2002,"Las Vegas, Nevada, USA",-1,FALSE,Middleweight,3,0,1,0,0,0,0,0,2,1,4,3,6,4,1,0,0,0,0,6,4,0.66,0,0,0,0,6,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,10,0,0,0,0,1,0,0,1,Southpaw,187.96,,185,35
4810,Randy Couture,John McCarthy,9/27/2002,"Uncasville, Connecticut, USA",-1,TRUE,Heavyweight,5,1,0,0,2.875,2.5,10,8.5,11.75,6,19,13.75,33.5,21.75,0,4.375,4,2.75,0,40.75,28.25,0.76625,0.5,3.75,1.75,0.76625,76.625,63.25,7,1,3.125,2.875,6.125,4.5,18.875,6.125,9.25,5.5,27.75,10.625,0.125,3.375,2.625,0.125,0,34.25,16.125,0.365,0.25,0.5,0.375,0.25,47.125,28.5,19,716.875,6,1,0,1,4,1,0,7,Orthodox,185.42,190.5,205,39
4811,Wesley Correira,Kipp Kollar,9/27/2002,"Uncasville, Connecticut, USA",-1,FALSE,Heavyweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,190.5,,260,23
4812,Matt Serra,John McCarthy,9/27/2002,"Uncasville, Connecticut, USA",-1,FALSE,Lightweight,3,0,2,0,2.333333333,2,1.333333333,1,9.333333333,2.666666667,6,3.333333333,12,3.333333333,0,2.333333333,1.666666667,5,0.666666667,16.66666667,7,0.39,3,9.333333333,2,0.243333333,31.66666667,20.33333333,2,1,3.666666667,3.333333333,4.333333333,4,7.666666667,4,4,1,9,3.333333333,0.666666667,3.333333333,2.333333333,0,1.333333333,16,9,0.393333333,0,1,0.666666667,0.22,39.66666667,31,7,656.3333333,0,1,0,0,0,1,0,2,Orthodox,167.64,172.72,170,28
4813,Din Thomas,Larry Landless,9/27/2002,"Uncasville, Connecticut, USA",-1,FALSE,Lightweight,3,0,1,0,0.5,0.5,17.5,12,13,5.5,6.5,4,36.5,21,0,0,0,0.5,0,37,21.5,0.4,0,1,1,1,78.5,61.5,1,1,3,2,11,7.5,11,2,4.5,3,20.5,7.5,0.5,3,3,0.5,0,26.5,12.5,0.585,1,4,1,0.14,45.5,28.5,4,531,0,0,0,1,0,0,0,1,Orthodox,175.26,,155,25
4814,Pedro Rizzo,John McCarthy,9/27/2002,"Uncasville, Connecticut, USA",-1,FALSE,Heavyweight,3,0,1,0,0.8,0.8,4.4,2.5,46.3,15.5,1.9,1,41.6,10.2,0.8,10.2,8,0,0,52.6,19,0.366,0,0.1,0.1,0.1,62.2,27.7,4,3,2.2,1.5,8.3,4.5,41.4,16.3,10.4,6.7,45.8,17.5,0,12.1,8.5,0.4,0,60.1,27.5,0.402,0.2,3.7,1.1,0.213,81.4,47.7,26,749.5,3,0,1,0,6,0,0,7,Orthodox,185.42,,241,28
4815,Dave Menne,Larry Landless,9/27/2002,"Uncasville, Connecticut, USA",-1,FALSE,Middleweight,3,1,0,0,11,9.666666667,26.66666667,18,43.33333333,13,15.66666667,9.333333333,63.66666667,22.33333333,0,11,8.333333333,0.666666667,0.666666667,85.66666667,40.33333333,0.45,1.666666667,0.333333333,0.333333333,0.333333333,160.6666667,111,2,1,3,2,5,3,13.33333333,4.333333333,1.333333333,1.333333333,15.66666667,5.666666667,0.333333333,1,1,1,0,19.66666667,8.666666667,0.49,0,12.66666667,3.333333333,0.24,68,56,10,914.6666667,2,0,0,2,0,0,0,2,Orthodox,177.8,,170,28
4816,Ivan Salaverry,Kipp Kollar,9/27/2002,"Uncasville, Connecticut, USA",-1,FALSE,Middleweight,3,0,1,0,9,6,7,4,45,26,20,13,39,20,0,24,17,6,0,72,43,0.59,8,2,2,1,190,156,1,0,1,0,1,0,44,5,1,0,40,3,0,5,2,0,0,46,5,0.1,1,2,1,0.5,46,5,3,747,0,0,0,0,1,0,0,1,Orthodox,182.88,,185,31
4817,Benji Radach,Larry Landless,9/27/2002,"Uncasville, Connecticut, USA",-1,FALSE,Welterweight,3,0,1,0,1.5,1,1,1,5,2,23,15,27.5,17,1,0,0,0.5,0,29,18,0.695,0,0,0,0,52,38.5,1,1,0,0,0,0,5,0,0,0,5,0,0,0,0,0.5,0,5,0,0,1,5,0.5,0.05,16.5,11.5,4,463.5,0,0,0,1,0,0,0,1,Orthodox,177.8,,185,23
4818,Carlos Newton,John McCarthy,7/13/2002,"London, England, United Kingdom",-1,TRUE,Welterweight,5,1,0,0,2,2,3.25,1.75,18,7,1.75,0.5,18,4.5,0.5,3,2.75,1.25,0.5,23,9.25,0.54,1.5,2.5,1.75,0.58,40.75,25.5,1,2,1.75,1.75,5.5,3.75,19.75,7.25,8,5,29.5,12.25,0,2,2,0.75,0,33.25,16,0.3975,0.25,1.75,1.75,0.5,50.25,32.25,8,527.25,3,0,0,0,0,2,0,2,Orthodox,175.26,,170,25
4819,Frank Mir,John McCarthy,7/13/2002,"London, England, United Kingdom",-1,FALSE,Heavyweight,3,0,2,0,0.5,0.5,0,0,6.5,3.5,0,0,4,1,0,2,2,0.5,0,6.5,3.5,0.54,1,0,0,0,8.5,5,2,0,0,0,0,0,1.5,0.5,0,0,1.5,0.5,0,0,0,0,0,1.5,0.5,0.25,0,0.5,0.5,0.5,1.5,0.5,2,55.5,0,0,0,0,0,2,0,2,Southpaw,190.5,200.66,264,23
4820,Eugene Jackson,Larry Landless,7/13/2002,"London, England, United Kingdom",-1,FALSE,Middleweight,3,0,1,0,1.666666667,1.333333333,3.833333333,2.666666667,23.66666667,4.833333333,1.166666667,1,26.66666667,6.833333333,0.333333333,0.333333333,0.333333333,0,0,28.66666667,8.5,0.375,0.833333333,0.666666667,0.333333333,0.166666667,50.66666667,28.83333333,2,3,0.833333333,0.833333333,0.833333333,0.666666667,12.33333333,3.333333333,6.833333333,3.5,17.5,5.5,0,1.666666667,1.166666667,2.166666667,0,20,7.5,0.515,1,2.5,1.333333333,0.625,32.16666667,18.33333333,10,390.1666667,0,0,0,0,2,1,0,3,Orthodox,172.72,,185,35
4821,Leigh Remedios,John McCarthy,7/13/2002,"London, England, United Kingdom",-1,FALSE,Lightweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,170.18,,155,26
4822,James Zikic,Larry Landless,7/13/2002,"London, England, United Kingdom",-1,FALSE,Light Heavyweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,187.96,,205,25
4823,Elvis Sinosic,John McCarthy,7/13/2002,"London, England, United Kingdom",-1,FALSE,Light Heavyweight,3,2,0,0,1.333333333,1,1,0.666666667,6,2.333333333,0,0,3.333333333,0.666666667,0,2.333333333,1.333333333,0,0,7,3,0.423333333,0.666666667,0,0,0,17.66666667,13.33333333,1,2,2.333333333,1.333333333,2,1,7,1.666666667,18.33333333,12.66666667,24.33333333,13.33333333,0,0.666666667,0.666666667,0,0,27.33333333,15.33333333,0.506666667,0,0.333333333,0.333333333,0.333333333,45.66666667,32.66666667,3,170,1,0,0,0,0,1,0,1,Orthodox,190.5,195.58,205,31
4824,Chris Haseman,Larry Landless,7/13/2002,"London, England, United Kingdom",-1,FALSE,Light Heavyweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,180.34,,205,33
4825,Vitor Belfort,John McCarthy,6/22/2002,"Las Vegas, Nevada, USA",-1,FALSE,Light Heavyweight,3,0,2,0,0.333333333,0.333333333,5.666666667,2.833333333,5.666666667,2.166666667,5.166666667,4,16.16666667,8.666666667,0.5,0,0,1,0,16.5,9,0.46,0.5,0.666666667,0.5,0.333333333,18.83333333,11.33333333,3,1,1,1,5.833333333,4.166666667,2.166666667,0.666666667,2,1.666666667,8.5,5.166666667,0,0.5,0.333333333,0.333333333,0.166666667,10,6.5,0.471666667,0.166666667,0.333333333,0.166666667,0.166666667,17.5,13.66666667,6,159.1666667,1,0,0,0,4,1,0,5,Southpaw,182.88,187.96,185,25
4826,Nick Serra,John McCarthy,6/22/2002,"Las Vegas, Nevada, USA",-1,FALSE,Welterweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,175.26,,170,24
4827,Zach Light,Kipp Kollar,6/22/2002,"Las Vegas, Nevada, USA",-1,FALSE,Welterweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,172.72,,170,28
4828,Steve Berger,John McCarthy,6/22/2002,"Las Vegas, Nevada, USA",-1,FALSE,Welterweight,3,2,0,0,0,0,0.5,0,9.5,1,0,0,10,1,0,0,0,0.5,0.5,10,1,0.055,1.5,0,0,0,65.5,54,0,2,0.5,0.5,1.5,1,3.5,1,25,17,29.5,18.5,0.5,0,0,1.5,0,30,19,0.705,0,2.5,2.5,0.5,41.5,30.5,4,463.5,0,0,0,0,0,0,0,0,Orthodox,180.34,,170,29
4829,Rodrigo Ruas,Kipp Kollar,6/22/2002,"Las Vegas, Nevada, USA",-1,FALSE,Middleweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,177.8,,185,24
4830,Joao Pierini,Cecil Peoples,6/22/2002,"Las Vegas, Nevada, USA",-1,FALSE,Lightweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Switch,185.42,,155,30
4831,Matt Lindland,John McCarthy,5/10/2002,"Bossier City, Louisiana, USA",-1,TRUE,Middleweight,5,0,4,0,4.25,3.25,11,8.5,9,3.75,32.25,20.25,42.5,25,0,5.5,4.25,2.75,0.25,52.25,32.5,0.585,0,3.75,2.5,0.61,133,108.5,4,0,2.25,1.75,7.5,5,7,2.5,4.25,3,15.5,7.75,0.25,1,1,0.25,0.5,18.75,10.5,0.3975,0.5,0.75,0,0,32.75,24.25,8,532,0,1,0,0,2,0,0,4,Southpaw,182.88,187.96,185,31
4832,Tsuyoshi Kohsaka,John McCarthy,5/10/2002,"Bossier City, Louisiana, USA",-1,FALSE,Heavyweight,3,1,0,0,3.8,3.2,1.2,1,28,13.2,12.6,7.2,28.2,12.2,0,9.8,6,2.2,0.4,41.8,21.4,0.526,1.6,4.4,1.2,0.186,95.6,70,2,2,3.8,2.4,4,2.2,38.2,9.8,8.2,4.6,43.4,11.6,0.4,3.2,2.6,2.2,0,50.4,16.6,0.328,0.4,1,0.4,0.08,69.6,33.4,11,786.4,0,0,0,2,1,0,0,3,Orthodox,180.34,,225,32
4833,Paul Creighton,Larry Landless,5/10/2002,"Bossier City, Louisiana, USA",-1,FALSE,Lightweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Southpaw,167.64,,155,31
4834,Amar Suloev,John McCarthy,5/10/2002,"Bossier City, Louisiana, USA",-1,FALSE,Middleweight,3,1,0,0,5,2,0,0,69,26,0,0,53,14,0,11,10,0,0,69,26,0.37,0,0,0,0,69,26,0,1,1,0,3,2,141,44,0,0,107,17,0,36,29,0,0,144,46,0.31,0,0,0,0,144,46,3,900,0,0,0,0,0,0,0,0,Orthodox,175.26,,183,25
4835,Yves Edwards,Larry Landless,5/10/2002,"Bossier City, Louisiana, USA",-1,FALSE,Lightweight,3,1,0,0,4,4,6,6,7,2,1,1,9,4,0,1,1,0,2,14,9,0.64,0,0,0,0,33,27,0,1,5,4,0,0,7,3,10,6,10,3,0,2,2,6,1,17,9,0.52,3,12,3,0.25,31,20,3,900,0,0,0,0,0,0,0,0,Southpaw,175.26,185.42,155,25
4836,Andrei Semenov,Mason White,5/10/2002,"Bossier City, Louisiana, USA",-1,FALSE,Middleweight,3,0,1,0,0,0,2,1,22,3,5,1,29,5,1,0,0,0,0,29,5,0.17,0,0,0,0,59,35,1,0,1,1,7,5,28,7,0,0,29,6,0,5,5,0,0,35,12,0.34,5,4,1,0.25,35,12,2,421,0,0,0,0,1,0,0,1,Orthodox,182.88,,185,24
4837,Steve Berger,John McCarthy,5/10/2002,"Bossier City, Louisiana, USA",0,FALSE,Welterweight,3,1,0,0,0,0,1,0,17,2,0,0,18,2,0,0,0,1,1,18,2,0.11,3,0,0,0,129,108,0,1,1,1,3,2,6,1,39,25,47,27,0,0,0,3,0,48,28,0.58,0,5,5,1,71,51,3,900,0,0,0,0,0,0,0,0,Orthodox,180.34,,170,28
4838,Aaron Riley,John McCarthy,5/10/2002,"Bossier City, Louisiana, USA",-1,FALSE,Welterweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Southpaw,172.72,175.26,155,21
4839,Randy Couture,John McCarthy,3/22/2002,"Las Vegas, Nevada, USA",-1,TRUE,Heavyweight,5,0,7,0,2.571428571,2.285714286,10.28571429,8.571428571,13.28571429,6.857142857,20,14.28571429,36.14285714,23,0,4.857142857,4.428571429,2.714285714,0,43.57142857,29.71428571,0.754285714,0.571428571,3.857142857,1.857142857,0.828571429,82.28571429,67.57142857,7,0,1.714285714,1.571428571,4.857142857,3.285714286,21.28571429,7,2.285714286,1.857142857,23.14285714,7.714285714,0.142857143,3.571428571,2.857142857,0,0,28.42857143,12.14285714,0.334285714,0.142857143,0.571428571,0.428571429,0.285714286,41.71428571,25,17,737.1428571,5,1,0,1,4,1,0,7,Orthodox,185.42,190.5,205,38
4840,Andrei Arlovski,Larry Landless,3/22/2002,"Las Vegas, Nevada, USA",-1,FALSE,Heavyweight,3,1,0,0,0,0,4.5,2,10.5,4.5,0,0,14,5.5,0,1,1,0,0,15,6.5,0.46,1,1,0.5,0.5,18.5,10,1,1,1.5,1.5,2.5,1.5,11,3.5,14,10,24,11.5,0,2,2,3,0.5,27.5,15,0.3,0.5,4.5,1,0.125,44.5,32,4,369,0,0,0,0,0,1,0,1,Orthodox,190.5,195.58,240,23
4841,Hayato Sakurai,John McCarthy,3/22/2002,"Las Vegas, Nevada, USA",-1,TRUE,Welterweight,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,170.18,,168,26
4842,Pat Miletich,Larry Landless,3/22/2002,"Las Vegas, Nevada, USA",-1,FALSE,Middleweight,3,0,1,0,5.444444444,4.222222222,6.888888889,5.111111111,25.66666667,8.333333333,3.666666667,2.777777778,25.66666667,8.111111111,0.111111111,5.111111111,3.888888889,1.111111111,0.111111111,36.22222222,16.22222222,0.484444444,0.555555556,2,1.111111111,0.456666667,78.88888889,58.11111111,7,1,5.333333333,4.555555556,7,5.222222222,22,4.777777778,4,1.111111111,23,2.888888889,0,4.666666667,3.666666667,0.333333333,0.222222222,33,11.11111111,0.374444444,0.777777778,2.555555556,1.111111111,0.386666667,67,42.44444444,20,712.1111111,7,0,2,1,1,3,1,8,Orthodox,177.8,,170,34
4843,Elvis Sinosic,Mason White,3/22/2002,"Las Vegas, Nevada, USA",-1,FALSE,Light Heavyweight,3,1,0,0,1,0.5,0,0,6.5,2.5,0,0,3,1,0,2.5,1,0,0,6.5,2.5,0.385,1,0,0,0,21,16.5,1,1,2,1,1.5,0.5,8.5,2.5,24.5,16.5,31.5,17.5,0,1,1,0,0,34.5,19.5,0.495,0,0.5,0.5,0.5,59.5,43,2,192,1,0,0,0,0,1,0,1,Orthodox,190.5,195.58,205,31
4844,Pete Williams,John McCarthy,3/22/2002,"Las Vegas, Nevada, USA",-1,FALSE,Heavyweight,3,3,0,0,3.142857143,2,2.857142857,1.571428571,18.42857143,5.714285714,4.285714286,2.857142857,19.28571429,5.714285714,0.285714286,3.142857143,2.428571429,1.142857143,0,25.57142857,10.14285714,0.482857143,0.857142857,0.714285714,0.285714286,0.178571429,39.85714286,23.14285714,2,4,2.714285714,2.428571429,2.857142857,1.571428571,14.14285714,4.571428571,15.85714286,8,28.14285714,10.42857143,0.285714286,2,1.285714286,2,0.285714286,32.85714286,14.14285714,0.404285714,1.142857143,4.428571429,2.428571429,0.334285714,60.28571429,38.71428571,15,656,1,0,0,0,1,2,0,3,Orthodox,190.5,,235,26
4845,Kelly Dullanty,Larry Landless,3/22/2002,"Las Vegas, Nevada, USA",-1,FALSE,Lightweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,172.72,,155,24
4846,Jutaro Nakao,Mason White,3/22/2002,"Las Vegas, Nevada, USA",-1,FALSE,Welterweight,3,0,1,0,0,0,0,0,6,6,2,2,3,3,1,5,5,0,0,8,8,1,0,1,0,0,16,16,1,0,1,0,2,1,3,0,0,0,3,0,0,1,1,0,0,5,1,0.2,0,0,0,0,49,45,2,315,0,0,0,0,1,0,0,1,Southpaw,175.26,,170,31
4847,BJ Penn,John McCarthy,1/11/2002,"Uncasville, Connecticut, USA",-1,TRUE,Lightweight,5,0,3,0,2.333333333,2.333333333,2.333333333,2.333333333,4,1.333333333,9,7.333333333,13,8.666666667,0.666666667,0,0,1.666666667,0,15.33333333,11,0.753333333,0,1.333333333,1,0.666666667,35,30.66666667,3,0,0.666666667,0.666666667,0.666666667,0.666666667,2.666666667,0.333333333,1,0.333333333,3.333333333,0.333333333,0,0.333333333,0.333333333,0,0,4.333333333,1.333333333,0.206666667,0,0.666666667,0.333333333,0.333333333,15,12,3,156.6666667,0,0,0,0,3,0,0,3,Orthodox,175.26,177.8,155,23
4848,Jeff Monson,Larry Landless,1/11/2002,"Uncasville, Connecticut, USA",-1,FALSE,Heavyweight,3,1,0,0,6.5,5.5,5,2.5,9.5,2,26.5,14,34,12.5,0,0.5,0.5,1,0,41,18.5,0.4,0,10.5,1,0.15,96,70,1,1,2.5,2.5,5,2.5,34,16,6.5,5,31,11.5,0,12,9.5,0,0,45.5,23.5,0.445,0,0.5,0,0,67,42.5,5,750,0,0,0,1,0,0,0,1,Orthodox,175.26,187.96,247,30
4849,Dave Menne,John McCarthy,1/11/2002,"Uncasville, Connecticut, USA",-1,TRUE,Middleweight,5,0,2,0,14,12,36,23.5,52.5,16,23.5,14,85.5,32,0,12.5,9.5,1,1,112,53.5,0.465,2.5,0.5,0.5,0.5,220,155,2,0,4,2.5,6,4,17.5,4.5,0,0,18,4.5,0,1.5,1.5,1,0,23.5,8.5,0.36,0,15.5,4,0.22,93.5,77,8,1200,1,0,0,2,0,0,0,2,Orthodox,177.8,,170,27
4850,Amar Suloev,Larry Landless,1/11/2002,"Uncasville, Connecticut, USA",-1,FALSE,Light Heavyweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,175.26,,183,25
4851,Ricardo Almeida,Mason White,1/11/2002,"Uncasville, Connecticut, USA",-1,FALSE,Middleweight,3,0,1,0,2,1,1.5,0.5,8,4.5,1.5,1.5,6.5,3,0,2.5,2.5,1,0,11,6.5,0.75,0.5,1,0.5,0.5,21,16,1,1,2.5,1.5,5.5,3.5,7.5,2,13.5,6,20,8,0,4,2,0.5,0,26.5,11.5,0.345,1,3.5,3.5,1,88,68,4,553.5,0,0,0,0,0,1,0,1,Orthodox,182.88,187.96,170,25
4852,Renato Sobral,John McCarthy,1/11/2002,"Uncasville, Connecticut, USA",-1,FALSE,Light Heavyweight,3,0,1,0,1,1,0,0,12,4,5,3,13,4,0,3,2,1,0,17,7,0.41,2,5,4,0.8,89,68,1,0,1,1,0,0,12,5,0,0,7,0,0,4,4,0,0,12,5,0.41,0,0,0,0,67,60,3,900,0,1,0,0,0,0,0,1,Orthodox,185.42,190.5,205,26
4853,Chris Brennan,Mason White,1/11/2002,"Uncasville, Connecticut, USA",-1,FALSE,Welterweight,3,1,0,0,2,1,1,1,9,1,0,0,8,1,0,0,0,1,0,10,2,0.2,1,1,1,1,83,70,0,1,2,1,0,0,7,3,7,3,10,4,0,2,1,1,0,14,6,0.42,1,0,0,0,77,67,1,542,1,0,0,0,0,0,0,0,Orthodox,172.72,,170,30
4855,Pedro Rizzo,John McCarthy,11/2/2001,"Las Vegas, Nevada, USA",-1,TRUE,Heavyweight,5,1,0,0,0.75,0.75,4.875,2.5,44.25,15,2.375,1.25,41.625,10.5,0.875,9.125,7.5,0,0,51.5,18.75,0.36875,0,0,0,0,62.5,28.75,4,2,2.5,1.625,9.625,5,36.875,13.5,10.25,6,46.5,17.25,0,7.75,5.625,0.375,0,56.75,24.5,0.355,0.25,4,1,0.19125,76,42.625,20,748.5,2,0,1,0,5,0,0,6,Orthodox,185.42,,241,27
4856,Pete Williams,Mario Yamasaki,11/2/2001,"Las Vegas, Nevada, USA",-1,FALSE,Heavyweight,3,2,0,0,3.333333333,2,3.333333333,1.833333333,21,6.5,4.5,2.833333333,22,6.5,0.333333333,3.5,2.666666667,1.333333333,0,28.83333333,11.16666667,0.453333333,0.833333333,0.833333333,0.333333333,0.208333333,44.33333333,25.33333333,2,3,2.833333333,2.5,3.166666667,1.666666667,15.83333333,5.166666667,12.16666667,5.333333333,26,8.166666667,0.333333333,2.333333333,1.5,1.5,0.166666667,31.16666667,12.16666667,0.371666667,1.166666667,4.166666667,2,0.251666667,52.5,30.83333333,13,675,1,0,0,0,1,2,0,3,Orthodox,190.5,,235,26
4857,Carlos Newton,John McCarthy,11/2/2001,"Las Vegas, Nevada, USA",-1,TRUE,Welterweight,5,0,1,0,2,2,3.333333333,1.666666667,22.66666667,9.333333333,2.333333333,0.666666667,22.33333333,6,0.666666667,4,3.666666667,1.333333333,0,28.33333333,11.66666667,0.626666667,1.666666667,3.333333333,2.333333333,0.773333333,46.66666667,28,1,1,2,2,6.666666667,4.333333333,26,9.666666667,7,4.666666667,35,14,0,2.666666667,2.666666667,0.666666667,0,39.66666667,18.66666667,0.34,0,1,1,0.333333333,60.33333333,38.33333333,6,574,2,0,0,0,0,2,0,2,Orthodox,175.26,,170,25
4858,Caol Uno,Larry Landless,11/2/2001,"Las Vegas, Nevada, USA",-1,FALSE,Lightweight,3,0,1,0,2.5,2,5.5,3.5,47.5,21.5,6,4,43,18,0,13.5,9,1,0,59,29,0.48,0,14.5,2.5,0.31,65.5,35,1,1,3.5,3,16.5,9.5,53,18,2.5,0.5,64.5,21,0,4,4,0,0,72,28,0.42,0.5,0,0,0,99.5,55,6,804,1,0,0,0,1,0,0,1,Southpaw,170.18,177.8,155,26
4859,Bobby Hoffman,John McCarthy,11/2/2001,"Las Vegas, Nevada, USA",-1,FALSE,Heavyweight,3,2,0,0,10,9,17,12,7,0,9.5,3,23.5,6,0.5,0,0,1.5,0,33.5,15,0.54,0,2,2,0.5,67.5,44,0,2,10.5,10.5,26,20,2,1.5,0,0,15.5,9.5,0,2,1.5,0,0,28,21.5,0.39,0,0,0,0,50,43.5,4,553.5,0,0,0,0,0,0,0,0,Orthodox,187.96,,245,33
4860,Homer Moore,Mario Yamasaki,11/2/2001,"Las Vegas, Nevada, USA",-1,FALSE,Light Heavyweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,177.8,,205,29
4861,Phil Baroni,John McCarthy,11/2/2001,"Las Vegas, Nevada, USA",-1,FALSE,Middleweight,3,0,1,0,26,26,0,0,2,1,52,38,28,13,0,0,0,1,0,54,39,0.72,0,2,2,1,230,210,1,0,0,0,0,0,3,2,0,0,0,0,0,3,2,0,0,3,2,0.66,0,0,0,0,42,41,2,600,0,0,0,1,0,0,0,1,Orthodox,175.26,182.88,170,25
4862,Roberto Traven,Larry Landless,11/2/2001,"Las Vegas, Nevada, USA",-1,FALSE,Heavyweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,190.5,,227,33
4863,Vladimir Matyushenko,John McCarthy,9/28/2001,"Las Vegas, Nevada, USA",-1,TRUE,Light Heavyweight,5,0,1,0,6,5,1,1,2,1,25,15,22,12,0,0,0,4,0,28,17,0.6,0,3,3,1,146,119,1,0,3,1,1,0,2,1,0,0,0,0,0,0,0,0,0,3,1,0.33,0,2,0,0,83,79,3,900,0,0,0,1,0,0,0,1,Orthodox,182.88,187.96,205,30
4864,Dennis Hallman,Mario Yamasaki,9/28/2001,"Las Vegas, Nevada, USA",-1,TRUE,Lightweight,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,20,0,0,0,0,0,1,0,1,Orthodox,175.26,182.88,155,25
4865,Murilo Bustamante,John McCarthy,9/28/2001,"Las Vegas, Nevada, USA",-1,FALSE,Light Heavyweight,3,0,1,0,1,1,2,2,1,0,18,9,20,10,0,0,0,7,0,21,11,0.52,1,4,4,1,37,23,1,0,0,0,0,0,5,0,1,0,5,0,0,1,0,0,1,6,0,0,0,0,0,0,7,1,2,331,0,0,0,0,0,1,0,1,Orthodox,187.96,,183,35
